جائیر میں جرمن خون ان کے والد کے پرنانا کارل "کارلوس" ہِٹز سے آیا ہے جو لگ بھگ سنہ 1876ء کو ہم برک میں پیدا ہوئے اور سنہ 1883ء میں برازیل ہجرت کر کے آ گئے تھے۔	Jair mein German khoon un ke walid ke parnana Carl "Carlos" Hintze se aaya hai jo lag bhag san 1876 ko Hamburg mein paida huye aur san 1883 mein Brazil hijrat kar ke aa gaye the.
انہوں نے اندور جاکر وعظ و نصیحت دینا شروع کر دیا۔	unhon ne Indore jakar waz wa naseehat dena shuroo kar diya.
عشر چونکہ پیداوار کی زکوٰۃ ہے اس لیے مال کے ساتھ پیداوار کا عشر الگ نکالا جاتا ہے۔	ashr chunke paidawar ki zakat hai is liye maal ke sath paidawar ka ashr alag nikala jata hai.
سائنسی طور پر ان زلزلوں کو ریکٹر سکیل یا مرکالی سکیل پر ناپا جا تا ہے۔	sciency taur par in zalzalon ko rector scale ya markali scale par napa jata hai.
شیخاؤ کی قیادت میں بوکوحرام نے بم دھماکوں اور اغوا کی وارداتوں کا سلسلہ شروع کر رکھا ہے۔	Shekau ki qiyadat mein Boko Haram ne bam dhamakon aur aghwa ki wardaton ka silsila shuroo kar rakha hai.
خود انہیں سبری ملا میں داخلے سے روکا گیا ہے۔	Khud unhein Sabrimala mein dakhile se roka gaya hai.
نئی معاشی پالیسیوں کی وجہ سے بیرونی سرمایہ کاری بڑھنے لگی۔	Nayi muashi policiyon ki wajah se berooni sarmaya kari barhne lagi.
کہکشاں	kahkashan
بعد ازاں 1948ء میں انہوں نے فیض احمد فیض کے ساتھ مل کر کمیونسٹ پارٹی آف پاکستان کی بنیاد رکھی۔	baad azaan 1948 mein unhon ne Faiz Ahmad Faiz ke sath mil kar Communist Party of Pakistan ki buniyad rakhi.
تاریخ پاک و ہند میں اس کے بارے میں لکھا گیا ہے کہ زیب النساء نے عربی اور فارسی کی اعلٰی تعلیم حاصل کرنے کے ساتھ ساتھ قرآن پاک بھی حفظ کیا۔	Taarikh Pak wa Hind mein is ke baare mein likha gaya hai ke Zaibun Nisa ne Arabi aur Farsi ki aala taaleem haasil karne ke sath sath Quran Pak bhi hifz kiya.
نئے شمسی سال اور تیرہ سو ترانوے سال کے آغاز کی مناسبت سے تبریک وتہنیت عرض کرتے ہوئے نئے سال اور عید نوروز کے پہلے دن ہم آپ سے اس کی تاریخ اور اسے وجود میں لانے اور اب تک اسے باقی رکھنے میں جن لوگوں نے مدد کی ہے گفتگو کریں گے اور اس قدیم اور ایرانی جشن اور تہوار کے بارے میں جو نہ صرف کئی صدیوں سے ایران میں منایا جاتاہے بلکہ اس کے علل واسباب کی وجہ سے یہ جشن دوسرے ملکوں میں بھی منایاجاتاہے ۔	naye shamsi saal aur terah sau tiranwe saal ke aaghaaz ki munasibat se tabreek wa tahniyat arz karte huye naye saal aur Eid Nauroz ke pahle din ham aap se is ki taarikh aur ise wajood mein lane aur ab tak ise baqi rakhne mein jin logon ne madad ki hai guftagoo karen ge aur us qadeem aur Irani jashn aur tahwaar ke baare mein jo na sirf kayi sadiyon se Iran mein manaya jata hai balki us ke alal wa asbaab ki wajah se ye jashn doosre mulkon mein bhi manaya jata hai.
فہرست ایل سیلواڈور کے دریا	fehrist El Salvador ke dariya
کئی کتابیں تصنیف کیں۔	kayi kitabein tasneef keen.
آدمی اگر ان ابتدائی جوٹوں ہی سے ہوش میں آ جائے تو اس کے اپنے حق میں بہتر ہے۔	Aadmi agar un ibtedayi jooton hi se hosh mein aa jaye to us ke apne haq mein behtar hai
مدنپلی میں مقیم۔	Madanapalle mein muqeem.
12 دسمبر: میرون لیزلی مڈلکوٹ، وِنگ کمانڈر لیفٹیننٹ کرنل پاک فضائیہ۔ (پیدائش: 6 جولائی 1931ء)	December: Mervyn Leslie Middlecoat, Wing Commander lieutenant Colonel Pak fizaiya 12 (Paidaish: 6 July 1931)
