අ	a	3
අං	an	3
අංක	amka	3
අංකනය	amkanaya	1
අංකනය	ankanaya	2
අංකය	amkaya	1
අංකය	ankaya	2
අංකයක	amkayaka	2
අංකයක	ankayaka	2
අංකයක්	amkayak	1
අංකයක්	ankayak	3
අංකිත	amkita	2
අංකිත	angkitha	1
අංකුර	angkura	1
අංකුර	ankura	2
අංග	amga	1
අංග	anga	2
අංගං	amgam	2
අංගං	angan	1
අංගණය	amganaya	1
අංගණය	anganaya	1
අංගණය	aoganaya	1
අංගන	amgana	2
අංගන	angana	2
අංගනයේ	amganaye	1
අංගනයේ	anganaye	2
අංගම්	amgam	1
අංගම්	angam	2
අංගම්පොර	amgampora	1
අංගම්පොර	angampora	3
අංගය	amgaya	2
අංගය	anggaya	1
අංගයක්	amgayak	3
අංගයන්	amgayan	1
අංගයන්	angayan	3
අංගයන්ගෙන්	angayangen	3
අංගයයි	angayai	1
අංගයයි	angayayi	2
අංගලක්ෂණ	angalaksana	1
අංගලක්ෂණ	angalakshana	2
අංගවල	angavala	3
අංගුත්තර	amguttara	1
අංගුත්තර	anguttara	2
අංගුලිමාල	angulimala	3
අංජලී	angjali	1
අංජලී	anjali	2
අංශ	amsa	2
අංශ	angsha	1
අංශක	amsaka	1
අංශක	angshaka	1
අංශක	anshaka	1
අංශය	amsaya	2
අංශය	anshaya	1
අංශයක්	angshayak	1
අංශයක්	ansayak	1
අංශයක්	anshayak	1
අංශයකි	amsayaki	1
අංශයකි	angshayaki	1
අංශයකි	anshayaki	1
අංශයට	amsayata	2
අංශයට	ansayata	1
අංශයට	anshayata	1
අංශයද	amsayada	1
අංශයද	ansayada	1
අංශයද	anshayada	1
අංශයන්	amsayan	2
අංශයන්	amshayan	1
අංශයන්ගෙන්	amsayangen	2
අංශයන්ගෙන්	anshayangen	1
අංශයෙන්	amsayen	2
අංශයෙන්	amshayen	1
අංශයෙන්	ansayen	1
අංශයේ	amsaye	2
අංශයේ	ansaye	2
අංශවල	amsavala	2
අංශවල	ansavala	2
අංශවලින්	amsavalin	3
අංශවලින්	ansavalin	1
අංශාධිපති	amsadhipathi	2
අංශාධිපති	anshadhipathi	1
අංශු	amshu	1
අංශු	amsu	2
අංශුන්	amshun	1
අංශුන්	amsun	2
අංශුමය	amshumaya	1
අංශුමය	amsumaya	2
අංශුමාත්‍ර	amsumathra	1
අංශුමාත්‍ර	anshumaatra	1
අංශුමාත්‍ර	anshumatra	1
අංශුව	amshuva	1
අංශුව	amsuva	1
අංශුව	anshuva	1
අංශුව	anshuwa	1
අංශුවක්	amsuvak	3
අංශුවකි	amsuvaki	3
අංශුවල	amsuvala	3
අංශුවලින්	amsuvalin	3
අංශුවේ	amsuve	2
අංශුවේ	anshuve	1
අංශූ	amsu	2
අංශූ	anshu	1
අංශූන්	amsun	2
අංශූන්	anshun	1
අකටයුතු	akatayuthu	1
අකටයුතු	akatayutu	1
අකටයුතු	akathayuthu	1
අකම්පිතව	akampithava	3
අකල්	akal	3
අක්කර	akkara	3
අක්කරයකින්	akkarayakin	3
අක්කා	akka	3
අක්බර්	akbar	3
අක්බාර්	akbar	3
අක්මා	akma	3
අක්මාව	akmava	3
අක්මාවේ	akmave	2
අක්මාවේ	akmawe	1
අක්ෂ	aksa	2
අක්ෂ	aksha	2
අක්ෂය	aksaya	2
අක්ෂය	akshaya	2
අක්ෂයක්	aksayak	2
අක්ෂයක්	akshayak	2
අක්ෂයට	aksayata	2
අක්ෂයට	akshayata	2
අක්ෂර	aksara	1
අක්ෂර	akshara	2
අක්ෂරය	aksaraya	1
අක්ෂරය	aksharaya	2
අක්ෂරයන්ගෙන්	aksarayangen	1
අක්ෂරයන්ගෙන්	aksharayangen	2
අක්ෂරයෙන්	aksarayen	1
අක්ෂරයෙන්	aksharayen	2
අක්ෂරවල	aksaravala	1
අක්ෂරවල	aksharavala	2
අක්ෂරවලට	aksaravalata	1
අක්ෂරවලට	aksharavalata	2
අක්ෂරවලින්	aksaravalin	1
අක්ෂරවලින්	aksharavalin	2
අක්ෂි	aksi	3
අක්ෂීය	akshiya	1
අක්ෂීය	aksiya	2
අක්ෂේ	akshay	1
අක්ෂේ	akshe	2
අක්සායි	aksaai	1
අක්සායි	aksai	1
අක්සායි	aksayi	1
අක්‍රමවත්	akramavat	1
අක්‍රමවත්	akramavath	2
අක්‍රමිකතා	akramikatha	3
අක්‍රිය	akriya	3
අකාබනික	akabanika	3
අකාර	akara	3
අකාරයට	akarayata	3
අකාරයෙන්	akarayen	3
අකාලික	akalika	3
අකිල	akila	3
අකුණක්	akunak	3
අකුණු	akunu	3
අකුර	akura	3
අකුරක්	akurak	3
අකුරින්	akurin	3
අකුරු	akuru	3
අකුරෙන්	akuren	3
අකුලා	akula	3
අකුසල	akusala	3
අකුසලය	akusalaya	3
අකුසල්	akusal	3
අඛණ්ඩ	akanda	1
අඛණ්ඩ	akhanda	2
අඛණ්ඩව	akandawa	1
අඛණ්ඩව	akhandava	2
අඛණ්ඩව	akhandawa	1
අගති	agathi	1
අගති	agati	2
අගතියට	agathiyata	2
අගතියට	agatiyata	2
අගනගර	aganagara	3
අගනා	agana	3
අගනාම	aganaama	1
අගනාම	aganama	3
අගනුවර	aganuvara	2
අගනුවර	aganuwara	1
අගනුවරට	aganuvarata	3
අගනුවරයි	aganuvarayi	3
අගබිසව	agabisava	3
අගබිසවගේ	agabisavage	3
අගමැතිවරිය	agamaetivariya	1
අගමැතිවරිය	agamathiwariya	1
අගමැතිවරිය	agamethiwariya	1
අගය	agaya	3
අගයක	agayaka	3
අගයක්	agayak	3
අගයකි	agayaki	3
අගයකින්	agayakin	3
අගයට	agayata	3
අගයත්	agayat	2
අගයත්	agayath	1
අගයන්	agayan	3
අගයයක්	agayayak	3
අගයයන්	agayan	1
අගයයන්	agayayan	2
අගයෙන්	agayen	3
අගයේ	agaye	3
අගරදගුරු	agaradaguru	3
අගල	agala	3
අගලක්	agalak	3
අගල්	agal	3
අගවිනිසුරු	agavinisuru	3
අගවිනිසුරු	agawinisuru	1
අගවිනිසුරුවරයා	agavinisuruvaraya	2
අගවිනිසුරුවරයා	agavinisuruwaraya	1
අගවිනිසුරුවරයා	agawinisuruwaraya	1
අගසව්	agasav	3
අගහරුවාදා	agaharuvada	2
අගහරුවාදා	agaharuwada	1
අගහිඟකම්	agahingakam	3
අග්ගමහා	aggamaha	3
අග්න්‍යාශය	agnyasaya	2
අග්න්‍යාශය	agnyashaya	1
අග්නිදිග	agnidiga	3
අග්බෝ	agbho	1
අග්බෝ	agbo	3
අග්‍ර	agra	3
අග්‍රගණ්‍ය	agraganya	3
අග්‍රය	aggraya	1
අග්‍රය	agraya	3
අග්‍රශ්‍රාවක	agrashravaka	2
අග්‍රශ්‍රාවක	agrashrawaka	1
අග්‍රශ්‍රාවක	agrasravaka	1
අග්‍රාණ්ඩුකාර	agrandukara	3
අග්‍රාණ්ඩුකාරවරයා	aggrandukarawaraya	1
අග්‍රාණ්ඩුකාරවරයා	agrandukaravaraya	2
අග්‍රාමාත්‍ය	aggrahmathya	1
අග්‍රාමාත්‍ය	aggramathgya	1
අග්‍රාමාත්‍ය	aggramathya	1
අග්‍රාමාත්‍ය	agramathya	1
අග්‍රාමාත්‍ය	agramatya	1
අග්‍රාමාත්‍යය	aggrahmathya	1
අග්‍රාමාත්‍යය	aggramathya	1
අග්‍රාමාත්‍යය	agramathyaya	1
අග්‍රාමාත්‍යය	agramatyaya	1
අග්‍රාමාත්‍යවරයා	aggarhmathyawaraya	1
අග්‍රාමාත්‍යවරයා	aggramathyawaraya	1
අග්‍රාමාත්‍යවරයා	agramathyavaraya	1
අග්‍රාමාත්‍යවරයා	agramatyavaraya	1
අග්‍රාමාත්‍යවරිය	aggrahmathyawariya	1
අග්‍රාමාත්‍යවරිය	aggramathyawariya	1
අග්‍රාමාත්‍යවරිය	agramathyavariya	1
අග්‍රාමාත්‍යවරිය	agramatyavariya	1
අගාධ	agaada	1
අගාධ	agada	1
අගාධ	agadha	2
අගින්	agin	3
අගුරු	aguru	3
අගුළු	agulu	3
අගොස්තු	agosthu	1
අගොස්තු	agostu	1
අගොස්තු	august	1
අගෝස්තුවේදී	agosthuvedi	1
අගෝස්තුවේදී	agosthuvedii	1
අගෝස්තුවේදී	agosthuwedii	1
අගෝස්තුවේදී	agostuvedi	1
අඟ	anga	3
අඟල	agala	1
අඟල	angala	3
අඟලක්	agalak	1
අඟලක්	angalak	3
අඟල්	agal	1
අඟල්	angal	3
අඟවයි	angavayi	2
අඟවයි	angawai	1
අඟහරු	angaharu	3
