ਅਂਦਾਜਾ	andaaja	1
ਅਂਦਾਜਾ	andaja	2
ਅਇਆ	aaia	1
ਅਇਆ	aiaa	1
ਅਇਆ	ayiaa	1
ਅਈਅਰ	aeyr	1
ਅਈਅਰ	aiyar	1
ਅਈਅਰ	aiyer	1
ਅਈਅਰ	eyer	1
ਅਈਅਰ	iyar	1
ਅਈਅਰ	iyer	1
ਅਉਧ	audh	3
ਅਕਤੂਬਰ	aktobar	1
ਅਕਤੂਬਰ	aktoobar	1
ਅਕਤੂਬਰ	aktoober	2
ਅਕਤੂਬਰ	octobar	1
ਅਕਤੂਬਰ	october	4
ਅਕਤੂਬਰ	octubar	1
ਅਕਬਰ	akbar	4
ਅਕਬਰ	aqbar	1
ਅਕਬਰਪੁਰ	akbarpoor	1
ਅਕਬਰਪੁਰ	akbarpur	3
ਅਕਬਰੀ	akbaree	2
ਅਕਬਰੀ	akbari	3
ਅਕਰਪੁਰੀ	akarpuree	1
ਅਕਰਪੁਰੀ	akarpuri	1
ਅਕਰਪੁਰੀ	akrpuree	1
ਅਕਰਮ	akaram	1
ਅਕਰਮ	akram	1
ਅਕਰਮ	akrm	1
ਅਕਰਮਕ	akarmak	2
ਅਕਰਮਕ	akrmk	1
ਅਕਰਸ਼ਿਤ	akarshit	3
ਅਕਲ	akal	2
ਅਕਲ	akl	1
ਅਕਲਮੰਦ	akalmand	2
ਅਕਲਮੰਦ	aklmnd	1
ਅਕਲੀਆ	akaleea	1
ਅਕਲੀਆ	akleea	1
ਅਕਲੀਆ	aklia	1
ਅਕਸ	akas	2
ਅਕਸ	aks	1
ਅਕਸਰੀਅਤ	aksariat	1
ਅਕਸਰੀਅਤ	aksariyat	1
ਅਕਸਰੀਅਤ	aksriat	1
ਅਕਸਰੀਅਤ	aksriyat	1
ਅਕਸਰੀਅਤ	exsariyat	1
ਅਕਸ਼ਯ	akshay	3
ਅਕਸ਼ਯ	akshya	1
ਅਕਸ਼ੈ	acache	1
ਅਕਸ਼ੈ	acashe	1
ਅਕਸ਼ੈ	akshai	1
ਅਕਸ਼ੈ	akshay	3
ਅਕਸ਼ੈ	cache	1
ਅਕਾਇਵ	achive	1
ਅਕਾਇਵ	akaeev	1
ਅਕਾਇਵ	akaeve	1
ਅਕਾਇਵ	akive	1
ਅਕਾਊ	accou	1
ਅਕਾਊ	akaau	1
ਅਕਾਊ	akaoo	3
ਅਕਾਊ	akau	3
ਅਕਾਊਂਟੈਂਟ	accountant	3
ਅਕਾਊਂਟੈਂਟ	ekauntant	1
ਅਕਾਦਮਿਕ	academic	4
ਅਕਾਦਮਿਕ	akademic	1
ਅਕਾਦਮਿਕ	akademik	1
ਅਕਾਦਮਿਕ	akaedemic	1
ਅਕਾਦਮਿਕ	akaedemik	1
ਅਕਾਦਮਿਕ	aqademic	1
ਅਕਾਦਮਿਕ	aqaedemic	1
ਅਕਾਦਮਿਕ	aqaedemiq	1
ਅਕਾਰ	acar	1
ਅਕਾਰ	akaar	2
ਅਕਾਰ	akar	3
ਅਕਾਰਾਂ	akaaran	1
ਅਕਾਰਾਂ	akaran	3
ਅਕਾਲ	akaal	1
