તેઓ તેમની દુરંદેશી, વાકપટ્ટુતા, વ્યક્તિત્વ માટે ઓળખાતા હતા.	8	teo temanee doorandeshee, vaakpatutaa, vyaktitva maate olakhaataa hataa.	8	દુરંદેશી, વાકપટ્ટુતા = દૂરંદેશી, વાક્પટુતા
ઇંદ્રોડા પ્રકૃતિ શિક્ષણ અભયારણ્ય કે જે ઇંદ્રોડા પાર્ક તરીકે પણ ઓળખાય છે તે ગુજરાતના પાટનગર ગાંધીનગરમાં આવેલું છે.	18	indrodaa prakruti shikshana abhayaaranya ke je indrodaa paarka tareeke pana olakhaaya che te gujaraatanaa paatanagara gaandheenagaramaam aavelum che.	18	
1964માં જ્યારે ઉત્પલ દત્ત જેલમાં હતા ત્યારે તેમણે લોહ માનબ (લોહપુરૂષ) લખ્યું.	12	1964maam jyaare utpala datta jelamaa hataa tyaare temane loha maanaba (lohapuroosha) lakhyun.	12	
સામાન્ય રીતે કુવાની બાજુમાં હવાડો બાંધવામાં આવે છે, જે બે-ત્રણ ફૂટ પહોળો અને ચારથી આઠ ફૂટ જેટલી લંબાઇનો તેમ જ એકથી દોઢ ફૂટ ઉંચાઇનો હોય છે.	26	saamaanya reete kuvaanee baajumaam havaado baandhavaamaam aave che, je be-trana foota paholo ane caarathee aatha foota jetalee lambaaino tema ja ekathee dodha foota un̄caaino hoya che.	26	
આ માટે તેને ક્રોએશિયન ઍન્ડરસનનું બિરુદ પ્રાપ્ત થયેલ છે.	9	aa maate tene kroeshiyana endarasananum biruda praapta thayela che.	9	
જો પુખ્ત મૃત્યુદર આ અનાથોની સંભાળ પરિવારની જવાબદારી અને દોષ સરકારને આપે તો આ ખાસ કરીને સાચુ છે.	18	jo pukhta mrutyudara aa anaathonee sambhaala parivaaranee javaabadaaree ane dosha sarakaarane aape to aa khaasa kareene saacu che.	18	
ઉપસ્નાતક વિદ્યાર્થીઓને ઉનાળામાં અથવા શિયાળામાં ઇન્ટર્નશિપ કરવાની હોય છે, જેમાં તેઓ આઇ.	12	upasnaataka vidyaartheeone unaalaamaam athavaa shiyaalaamaam intarnashipa karavaanee hoya che, jemaam teo aai.	12	
૧૯૮૭માં બ્રિટેશ વ્યવસાયી રીચાર્ડ બેન્સને એસનેલને એચ આઈ વી અને એઈડ્સ વિરોધી ઝુંબેસમાં સહાય કરવાની વાત કરી.	17	1987maa british vyavsaayi richaard bensane esnelne ech aai vee ane eids virodhi zumbeshmaa sahaay karvaani vaat kari.	17	
મે 7ના જર્મનીએ તેના શરણાગતિના સ્વીકૃતિપત્ર પર હસ્તાક્ષર કર્યા અને એ રીતે યુરોપમાં યુદ્ધ પર પૂર્ણવિરામ મુકાયું.	17	me 7naa jarmaneee tenaa sharanaagatinaa sveekrutipatra para hastaakshara karyaa ane e reete yuropamaam yuddha para poornaviraama mukaayum.	17	
તેજ પ્રમાણે નાના લિંગના કદ અને મોટા કોન્ડોમના કદ ને લીધે તૂટવાની શક્યતા ઘટે છે પણ સરકી જવાની શક્યતા વધે છે.	21	teja pramaane naanaa linganaa kada ane motaa kondomanaa kada ne leedhe tootavaanee shakyataa ghate che pana sarakee javaanee shakyataa vadhe che.	21	
જે કંપની કે સંસ્થા જામીનગીરીની ફાળવણી કરે છે તેને ફાળવણીકાર કહેવામાં આવે છે.	13	je kampanee ke sansthaa jaameenageereenee faalavanee kare che tene faalavaneekaara kahevaamaam aave che.	13	
ભારતમાં ત્વચાની ઉજળી કે ગોરી બનાવવા માટે પણ હળદરનો ઉપયોગ થાય છે.	12	bhaaratamaam tvacaanee ujalee ke goree banaavavaa maate pana haladarano upayoga thaaya che.	12	
20 મી અને 21 મી સદીની શરૂઆતમાં મોટાભાગના ઈન્ટરનેટ કમ્યુનિકેશનમાં ટ્રાન્સમિશન કંટ્રોલ પ્રોટોકોલ (ટીસીપી) અથવા યુઝર	16	20 mee ane 21 mee sadeenee sharooaatamaam motaabhaaganaa eentaraneta kamyunikeshanamaam traansamishana kantrola protokola (teeseepee) athavaa yujhara	16	
ડેટાગ્રામ પ્રોટોકોલ (યુડીપી) નો ઉપયોગ જાણીતા પોર્ટ સાથે થયો હતો, તે યુગના ફાયરવૉલ્સ વચ્ચે તફાવત કરવા	16	detaagraama protokola (yudeepee) no upayoga jaaneetaa porta saathe thayo hato, te yuganaa faayaravolsa vacce tafaavata karavaa	16	
માટે, અને આ રીતે, ચોક્કસ પ્રકારના નિયંત્રણ ટ્રાફિક (જેમ કે વેબ બ્રાઉઝિંગ, રીમોટ પ્રિન્ટિંગ, ઇમેઇલ ટ્રાન્સમિશન,	16	maate, ane aa reete, cokkasa prakaaranaa niyantrana traafika (jema ke veba braaujhinga, reemota printinga, imeila traansamishana,	16	
ફાઇલ ટ્રાંસ્ફર), સિવાય કે પેકેટ ફિલ્ટરના દરેક બાજુની મશીનો સમાન નૉન-સ્ટાન્ડર્ડ પોર્ટનો ઉપયોગ કરે છે.	15	File Transfer), sivaaya ke Packet Filternaa dareka baajunee Machino samaana non-standerd portno upayoga kare che.	15	
યુરોપે (મધ્ય પૂર્વ અને આફ્રિકા) કુલ આવકમાંથી 32 ટકાનું ઉપાર્જન કર્યું હતું, જે તેના દાયકા અગાઉના 30 ટકા હિસ્સાની તુલનામાં સહેજ વધુ છે.	23	yurope (madhya poorva ane aafrikaa) kula aavakamaanthee 32 takaanum upaarjana karyum hatum, je tenaa daayakaa agaaunaa 30 takaa hissaanee tulanaamaam saheja vadhu che.	23	
ફેર્મેન્ટેશનથી આ આલ્કોહોલમાં પરિવર્તિત થાય છે.	6	fermenteshanathee aa aalkoholamaam parivartita thaaya che.	6	
આ લેખ વર્ષના દિવસ વિષેનો છે.	6	aa lekha varshanaa divasa visheno che.	6	
ઇન્ટરનેટ મૂવી ડેટાબેઝ પર ચક દે ઇન્ડિયા	7	intaraneta moovee detaabejha para caka de indiyaa	7	
તેના ુપર ઘણી વખત નવી વસ્તુઓની રજૂઆત કરવાનું દબાણ રહેતું હતું.	11	tenaa upara ghanee vakhata navee vastuonee rajooaata karavaanum dabaana rahetum hatum.	11	તેના ઉપર (upara) ઘણી વખત નવી વસ્તુઓની રજૂઆત કરવાનું દબાણ રહેતું હતું.
આ આલ્બમનું ગીત "ડર્ટી વુમન" મહત્વનું સાબિત થયું તેમજ બિલ વોર્ડે પ્રથમ વખત મુખ્ય ગાયક તરીકે ગાયેલું "ઇટ્સ ઓલ રાઇટ" પણ અગત્યનું હતું.	23	aa aalbamanum geeta "dartee vumana" mahattvanum saabita thayum temaja bila vorde prathama vakhata mukhya gaayaka tareeke gaayelum "itsa ola raaita" pana agatyanum hatum.	23	મહત્વ = મહત્ત્વ
ડિસેમ્બર ૧૯૫૩માં વડાપ્રધાન જવાહરલાલ નહેરુએ ભાષાવાર રાજ્યોની રચના માટે સ્ટેટ રિઓર્ગેનાઇઝેશન કમિશન (SRC)ની રચના કરી.	15	disembara 1953maam vadaapradhaana javaaharalaala naherue bhaashaavaara raajyonee racanaa maate steta riorgenaaijheshana kamishana (SRC)nee racanaa karee.	15	
નાગલી	1	naagalee	1	
એક દર્દ છે	3	eka darda che	3	
એક અંદાજ પ્રમાણે પેરુના લોકો પ્રતિવર્ષ 65 મિલિયન ગિનિ પિગ આરોગે છે, અને આ પ્રાણી તેમની સંસ્કૃતિમાં પણ જળવાઈ રહ્યું	20	eka andaaja pramaane perunaa loko prativarsha 65 miliyana gini piga aaroge che, ane aa praanee temanee sanskrutimaam pana jalavaaee rahyum	20	
છે, લાસ્ટ સપરના જાણીતા ચિત્રમાં કસ્કોની મુખ્ય ચર્ચમાં ક્રાઈસ્ટ (ઈસુ ખ્રિસ્ત) અને તેમના બાર અનુયાયીઓ ગિનિ પિગ આરોગતા દર્શાવાયા છે.	20	che, laasta saparanaa jaaneetaa citramaam kaskonee mukhya carcamaam kraaeesta (eesu khrista) ane temanaa baara anuyaayeeo gini piga aarogataa darshaavaayaa che.	20	
નેઇલ બેડ બ્લાન્કિંગ ટેસ્ટ—પરફ્યુઝન માટેનો ટેસ્ટ	6	neila beda blaankinga testa—parafyujhana maateno testa	6	
યુ.એસ. પ્રિવેન્ટિવ સર્વિસિસ ટાસ્ક ફોર્સ	5	yu.esa. priventiva sarvisisa taaska forsa	5	
જૈવ પદાર્થોમાં વૈજ્ઞાનિક વિકાસ, સ્ટેમ કોશિકાઓ, વિકાસ અને અલગીકરણ પરિબળો અને જૈવિક અનુકરણ કરતા વાતાવરણે યોજિત	16	jaiva padaarthomaam vaijyaanika vikaasa, stema koshikaao, vikaasa ane alageekarana paribalo ane jaivika anukarana karataa vaataavarane yojita	16	
